rain[mm]	 temperature[°C]	 irradiance[mümol/s/m2]	 day_length[h]	 PET[mm]	co2[ppm]
16.9	25.4	740.1	12	2.6	400
9.8	25.4	791.1	12	2.6	400
0	28.4	754.7	12	2.8	400
0	27.6	733.1	12	2.7	400
2.3	25.1	789.6	12	2.6	400
0	22.6	819.6	12	2.5	400
0	24.5	777.1	12	2.6	400
1.9	25.8	823.8	12	2.7	400
16.1	23	883.4	12	2.5	400
7.6	22	935.7	12	2.5	400
0.1	23.9	736.3	12	2.6	400
10.6	21	745.9	12	2.5	400
5.9	26.2	820.9	12	2.7	400
0	26.4	754.1	12	2.7	400
2.5	23	730.8	12	2.6	400
5.4	21.3	907.8	12	2.5	400
0	25.8	923.1	12	2.7	400
0	25.5	866.8	12	2.7	400
22.9	24.5	783	12	2.7	400
7.2	22	762.2	12	2.6	400
8.3	24.1	833.3	12	2.7	400
4.7	23	844.4	12	2.6	400
0	21.3	702.8	12	2.6	400
11.6	25.7	900.5	12	2.8	400
4.4	26.6	808.6	12	2.8	400
0	25.7	972.5	12	2.8	400
26.1	24.4	851.5	12	2.8	400
0	22.5	862.7	12	2.7	400
3.9	23.8	874.3	12	2.8	400
5.6	23.6	952.3	12	2.8	400
3.1	20.9	835.9	12	2.6	400
13.1	26.4	794	12	2.9	400
39	21.1	770.9	12	2.7	400
13.5	26.7	844.5	12	3	400
0	22.8	908.2	12	2.8	400
7.7	24.5	960.5	12	2.9	400
0	23.3	728.2	12	2.8	400
19.6	20.9	851.3	12	2.7	400
0	23.4	829.9	12	2.9	400
13.1	25.6	869.3	12	3	400
0	24.1	973.3	12	2.9	400
8.8	23.7	902	12	2.9	400
0	26.4	835.3	12	3.1	400
2.5	23.2	974.7	12	2.9	400
10.5	23.5	929.2	12	3	400
0	26.4	876.8	12	3.1	400
10.9	26.2	848.7	12	3.1	400
0	25.6	965.3	12	3.1	400
1.4	27	842.7	12	3.2	400
0	26.1	842.9	12	3.2	400
5.6	23.1	995.7	12	3.1	400
7.1	25.8	733.5	12	3.2	400
2.6	27.7	911.1	12	3.3	400
0	26.3	919.5	12	3.3	400
0	19.8	1081.1	12	2.9	400
1.5	26.7	823.5	12	3.3	400
0	26.4	939.1	12	3.3	400
0	27.2	938.5	12	3.4	400
3.8	24.9	1012.2	12	3.3	400
0	25.6	944.9	12	3.4	400
0	25.5	957.7	12	3.4	400
0	23.5	873.6	12	3.3	400
1.6	25.8	1051.8	12	3.4	400
0	20	969	12	3.1	400
7	28.4	788.3	12	3.6	400
0.7	20.6	997.3	12	3.2	400
11.1	27.5	887.1	12	3.6	400
6.4	25.7	987.9	12	3.5	400
0	23.4	988	12	3.4	400
0.9	28.2	939.2	12	3.7	400
12.6	28.1	1065.4	12	3.7	400
1.3	23.1	870.2	12	3.4	400
0.8	25.5	802.6	12	3.6	400
10.8	23.8	925.2	12	3.5	400
0	26.8	1045.6	12	3.7	400
0	24.9	1018.8	12	3.6	400
8	23.3	1029.1	12	3.5	400
35.5	25	1037.9	12	3.7	400
4.4	20.4	949.2	12	3.4	400
0	22.8	1102.4	12	3.6	400
1.1	24.5	924.8	12	3.7	400
0	19.2	1050.7	12	3.4	400
0	21.4	917.3	12	3.5	400
0	22	801.4	12	3.6	400
10.2	25	913.2	12	3.8	400
11.8	19.9	991.5	12	3.5	400
2.9	20.6	952.4	12	3.5	400
0	30.2	819.3	12	4.1	400
3.5	25.5	998.4	12	3.9	400
2.3	22.5	997.7	12	3.7	400
0	26.9	1178.6	12	4	400
42.9	18.8	1058.9	12	3.5	400
10	19.3	1117.6	12	3.5	400
6.8	21.9	1051.3	12	3.7	400
17.5	27.7	927.2	12	4.1	400
0	25.7	1066.7	12	4	400
7.8	23.9	975.4	12	3.9	400
0	26.1	1134.3	12	4.1	400
3.7	28.3	1156.8	12	4.2	400
0	26.6	946.4	12	4.1	400
0	23.2	1075	12	3.9	400
5.7	25.9	1173.6	12	4.1	400
2.6	26.8	1168.2	12	4.2	400
0	25.6	1111.4	12	4.1	400
0	22.9	1040	12	4	400
2.4	22.6	983.3	12	3.9	400
8.1	27.4	917.9	12	4.3	400
0	21.5	1126.6	12	3.9	400
16.6	23.4	857.7	12	4	400
0	26.9	1100.3	12	4.3	400
12	24.7	1106.9	12	4.2	400
3.5	20.4	1189	12	3.9	400
0	23.3	1066.5	12	4.1	400
6.6	21.7	1064.1	12	4	400
0	24.1	1229.3	12	4.2	400
14.3	22.8	1191.3	12	4.1	400
0	23.2	1015.1	12	4.1	400
0	22.9	1025.8	12	4.1	400
1.4	26.2	1062.5	12	4.4	400
0	22.3	1223.8	12	4.1	400
0	24	1278	12	4.2	400
16.7	23.6	1142.5	12	4.2	400
0	20.9	967.8	12	4	400
19.9	26	1178.9	12	4.4	400
0	28.7	876.4	12	4.6	400
0	23.9	1056.9	12	4.3	400
10.6	22	1274.5	12	4.1	400
21.8	24.7	1150	12	4.3	400
20.5	21.9	996.3	12	4.1	400
0	24.4	1100	12	4.3	400
10	22.9	1171.5	12	4.2	400
9.9	29.6	1146.4	12	4.7	400
0	20.5	1264.7	12	4.1	400
16.8	21.1	969.6	12	4.1	400
7.3	22.1	1072.3	12	4.2	400
0	23.8	1148.9	12	4.3	400
0	23.3	1167.9	12	4.3	400
27.5	22.6	1062.3	12	4.3	400
0	23.8	1180.6	12	4.3	400
0	25.1	1050.9	12	4.4	400
14.6	23.9	1051.9	12	4.4	400
4.8	18.2	1252.4	12	3.9	400
1	25.1	1306.1	12	4.5	400
0	27.9	1069.6	12	4.7	400
0.1	23.4	1019.2	12	4.4	400
0	24.2	1057.8	12	4.4	400
19	24.4	1152.3	12	4.4	400
0	25.7	863.7	12	4.5	400
0	22.5	982	12	4.3	400
0	23.5	999.5	12	4.4	400
2.2	27.3	1088	12	4.7	400
7.7	24.2	1247.1	12	4.4	400
6.9	27	1074.9	12	4.6	400
15.7	23.6	1368.3	12	4.4	400
0	23.8	1264.5	12	4.4	400
2	23.6	1285.9	12	4.4	400
15.3	23.4	1241.3	12	4.4	400
0	27	967.2	12	4.7	400
3.4	25.4	1193.4	12	4.6	400
0	17	1321.6	12	3.9	400
9.6	20.1	1290.1	12	4.1	400
0	25.2	1099.7	12	4.5	400
4.5	21.1	1235.3	12	4.2	400
0	25.4	1131.5	12	4.6	400
4.9	22.4	1194.5	12	4.3	400
5.8	23.6	1224.7	12	4.4	400
0	23.6	990.9	12	4.4	400
0	24.9	1181.2	12	4.5	400
1.4	22.3	913.9	12	4.3	400
3.5	21.5	1397.4	12	4.3	400
0	23.1	1153.3	12	4.4	400
0	21.5	1250.5	12	4.3	400
4.6	25.1	1172.2	12	4.6	400
1.6	25	1374.7	12	4.5	400
0	26.3	1175.3	12	4.6	400
3.4	24.1	1208.9	12	4.5	400
0	27.4	1123.2	12	4.7	400
2	24.4	1153.8	12	4.5	400
0	20	1243.4	12	4.2	400
16	23.9	1316.4	12	4.5	400
0	27.7	1043.8	12	4.7	400
18.7	21.9	1152.4	12	4.3	400
25.3	26.3	1021.4	12	4.6	400
0	22.1	1324.7	12	4.3	400
7.6	25	1077.1	12	4.5	400
0	27.4	1190.2	12	4.7	400
0	21.4	1146.6	12	4.3	400
106.5	26	1016.9	12	4.6	400
11.9	19.9	1172.2	12	4.2	400
0	26.8	1266.9	12	4.7	400
0	21.6	1254.5	12	4.3	400
9.8	24.3	1342.9	12	4.5	400
0	23.4	1264.9	12	4.4	400
9	21.4	1264.7	12	4.3	400
14.7	23	1117.5	12	4.4	400
27.6	28.4	1132	12	4.8	400
0	24.5	1336.2	12	4.5	400
27.1	26.3	1245.3	12	4.6	400
0	22	1298.7	12	4.3	400
9.4	21.9	1095.8	12	4.3	400
9.6	22.3	1234.9	12	4.3	400
0	24.2	1271.4	12	4.5	400
55.3	23.2	1185.5	12	4.4	400
10.5	22.8	1021.8	12	4.4	400
6.1	27	1212.3	12	4.7	400
8.3	21.4	1346.4	12	4.2	400
2.2	26.3	956.5	12	4.6	400
22.5	23.4	907.3	12	4.4	400
0	18.9	1148.8	12	4	400
0.3	22.7	1356.7	12	4.3	400
14.8	22.9	1393	12	4.3	400
4	22.3	1133.4	12	4.3	400
22.2	22.6	1324.1	12	4.3	400
0	20.7	1015.1	12	4.2	400
0	21.2	1109.2	12	4.2	400
0	20.8	1108.8	12	4.2	400
27	22.9	1180.2	12	4.3	400
31.6	23.2	1209.8	12	4.3	400
17.3	23.4	1210.5	12	4.4	400
0.7	28.6	1215.6	12	4.7	400
0.3	25.5	1261.8	12	4.5	400
25.2	23.4	1126.6	12	4.3	400
10.9	22.4	1229.1	12	4.3	400
0	22.8	1220.4	12	4.3	400
5.1	27.3	1278.8	12	4.6	400
1.1	27.5	1125.1	12	4.6	400
0	24	952.8	12	4.3	400
0	19.9	1040.1	12	4	400
2.7	22.2	1221.4	12	4.2	400
0	29.4	1270.5	12	4.7	400
11.5	24.6	936.2	12	4.4	400
0	19.8	1253.2	12	4	400
8.7	25.8	1067	12	4.4	400
7.1	23.7	1170.6	12	4.3	400
10.1	21.8	1165.2	12	4.1	400
11.8	22	1201.3	12	4.1	400
28.1	22.8	1064.2	12	4.2	400
0	24.1	954.6	12	4.3	400
29.2	20.3	1357.3	12	4	400
0	23.6	1007.1	12	4.2	400
4.1	24.1	1328.7	12	4.2	400
0	28.4	974.2	12	4.5	400
12.8	26.1	1028.7	12	4.3	400
0	28.1	1266.9	12	4.5	400
3	26	1120.8	12	4.3	400
0	24.6	957.8	12	4.2	400
0	23.8	1117.7	12	4.1	400
79	25.1	1087.3	12	4.2	400
0	27.9	1041.6	12	4.4	400
113.3	25.3	974.7	12	4.2	400
13.7	25.2	1001.4	12	4.2	400
0	22.1	1174	12	4	400
0	23.8	1055.3	12	4.1	400
9.8	21.7	1037.9	12	3.9	400
0	23.3	1131.5	12	4	400
0	20	1200.2	12	3.8	400
0	27.2	897.1	12	4.2	400
0	20	1052.3	12	3.7	400
16.3	24.2	1199.8	12	4	400
5.2	21.1	879.2	12	3.8	400
0	25	999.3	12	4	400
35	23.5	980.9	12	3.9	400
0	24.3	870.3	12	3.9	400
0	23.5	978.3	12	3.9	400
42.8	21.2	1018.7	12	3.7	400
0	22.7	1001.7	12	3.8	400
7.3	23.8	1107.2	12	3.9	400
0	26.4	1098	12	4	400
0	21.9	982.6	12	3.7	400
40.5	21.6	1128.7	12	3.7	400
2	22.8	908.6	12	3.7	400
19.6	24.9	1038.9	12	3.8	400
3	24	1009.2	12	3.8	400
39.4	22.9	959.7	12	3.7	400
45.4	25.1	884.5	12	3.8	400
34.1	27.3	1154	12	3.9	400
0	24.1	942	12	3.7	400
11.9	26.8	985.1	12	3.8	400
1	24.8	760.5	12	3.7	400
55.4	25.7	938.2	12	3.7	400
2.9	23.8	823.1	12	3.6	400
2.3	24.6	1064.6	12	3.6	400
0	26.9	997.5	12	3.7	400
0	23.1	642.5	12	3.5	400
0	19.7	933.3	12	3.3	400
28.6	26.6	813.2	12	3.7	400
0	24.5	996.5	12	3.5	400
3.1	25.3	682.7	12	3.6	400
28.2	27.9	930.8	12	3.7	400
7.9	20.2	957.7	12	3.2	400
0	19	892.1	12	3.1	400
0	23	987.3	12	3.3	400
5.8	23.6	921.2	12	3.4	400
0	25.5	866.1	12	3.5	400
36.1	23.7	973.1	12	3.3	400
34	25.9	877.7	12	3.4	400
51.9	20.5	896.4	12	3.1	400
0	18.8	1004.5	12	3	400
1.8	22.3	849.8	12	3.2	400
0	24.2	793.2	12	3.3	400
3.7	24.7	885.5	12	3.3	400
9.4	23.3	713.6	12	3.2	400
56.9	19.8	785.6	12	3	400
0	24.9	940.1	12	3.2	400
0	26.1	905.4	12	3.3	400
31.6	22.9	790.1	12	3.1	400
0	22.3	1045.2	12	3	400
13.9	27.1	782.9	12	3.3	400
0	23.9	913.9	12	3.1	400
0	20.3	915.2	12	2.9	400
13	26.8	908.7	12	3.2	400
0	22.8	909.9	12	3	400
0	22.4	859.6	12	2.9	400
15.6	23.5	784	12	3	400
8.1	24	720.4	12	3	400
0	22.5	610.6	12	2.9	400
0	25.2	821.1	12	3	400
0	21.6	796.8	12	2.8	400
0	21.4	777.5	12	2.8	400
6.9	22.5	742.8	12	2.8	400
11.3	24.9	863.2	12	2.9	400
0	25.9	881.9	12	3	400
8.4	22.9	555.9	12	2.8	400
6.3	23.1	880.1	12	2.8	400
13	23	901.5	12	2.8	400
34.5	23.5	925.8	12	2.8	400
22	25.4	876.7	12	2.9	400
0	24.8	951.1	12	2.8	400
0	21.4	843.6	12	2.7	400
8.3	26.4	728.5	12	2.9	400
0	22.1	746	12	2.7	400
0	22.8	639.5	12	2.7	400
20.7	24	813.8	12	2.7	400
3.6	22.3	679.3	12	2.6	400
0	27.8	866.3	12	2.9	400
13	24	777.7	12	2.7	400
0	23.4	833.1	12	2.7	400
13.2	19.1	979.8	12	2.4	400
0	27.5	865.4	12	2.8	400
0.5	25.2	778	12	2.7	400
0	23.4	867.5	12	2.6	400
0	19.4	807.6	12	2.4	400
0	20.4	701.2	12	2.5	400
3.9	23.7	841	12	2.6	400
0	26.2	873.4	12	2.7	400
5.3	19.7	859.8	12	2.4	400
9.2	26	608.7	12	2.7	400
1.8	25	745.2	12	2.6	400
26.7	23.8	753.1	12	2.6	400
11.7	28.3	720.7	12	2.8	400
0	23.5	963.4	12	2.6	400
14.6	23.4	867	12	2.6	400
17.7	27.8	840	12	2.7	400
12.4	23.1	860.2	12	2.5	400
9.5	28.8	1006	12	2.8	400
8.4	28.8	898.5	12	2.8	400
0	25.6	882.9	12	2.6	400
16.3	24.9	734.3	12	2.6	400
0	27	741	12	2.7	400
0	25.2	863.9	12	2.6	400
21.9	24.1	885.4	12	2.6	400
0	24.3	769	12	2.6	400
16	21.1	623.4	12	2.4	400
0	24.5	898	12	2.6	400
9.5	22.5	884.7	12	2.5	400
0	21.2	907	12	2.4	400
21.9	28.2	723.5	12	2.7	400
7.1	26.8	761.6	12	2.7	400
17.6	23	819.5	12	2.5	400
11.7	25.7	827	12	2.6	400
0.4	24.1	683.1	12	2.6	400
0	21.9	767.1	12	2.5	400
3.8	25	750.1	12	2.6	400
0	21.9	780.9	12	2.5	400
0	24.7	906	12	2.6	400
4.4	23.7	853.7	12	2.6	400
0	21.2	638.1	12	2.5	400
0.5	20.6	934.8	12	2.5	400
13.8	23.7	923.5	12	2.6	400
0	26.1	804.9	12	2.7	400
7	25.1	924.4	12	2.7	400
0	18.2	789.4	12	2.4	400
5	21.6	762.8	12	2.5	400
0	28.2	826.7	12	2.9	400
23.4	27.2	793.5	12	2.8	400
0	28.6	913.4	12	2.9	400
0.7	25	1002.4	12	2.7	400
7.9	21.2	881.7	12	2.6	400
0.1	22.1	889.6	12	2.6	400
0	25.1	759.5	12	2.8	400
43.7	26.4	753	12	2.8	400
3.4	22.5	729.1	12	2.7	400
39.8	23.9	862.7	12	2.8	400
21.5	29.4	768	12	3	400
30	24	846.4	12	2.8	400
0	25	875	12	2.8	400
0	27.3	846.3	12	3	400
0	22.4	796.5	12	2.7	400
12.4	21.1	817.9	12	2.7	400
2.2	21.8	990.3	12	2.7	400
19.6	22.9	874.2	12	2.8	400
9.3	24.1	791.3	12	2.9	400
0	24.1	942.4	12	2.9	400
1.3	24.4	851.8	12	2.9	400
34.8	26.5	738	12	3	400
0	25.7	744.3	12	3	400
3.1	23.4	814.7	12	2.9	400
0	25.3	674.3	12	3	400
14.8	24.2	962.9	12	3	400
0	21.5	742.2	12	2.9	400
27.8	21.9	877.9	12	2.9	400
8.5	18.8	894.9	12	2.8	400
18	24.7	895.8	12	3.1	400
12.5	24.8	828.1	12	3.1	400
25.3	22.9	888.5	12	3	400
0	25.3	987.4	12	3.2	400
0	23.4	902	12	3.1	400
9.3	21.1	855.2	12	3	400
3.3	25.9	799.4	12	3.3	400
3	24.3	912.6	12	3.2	400
8.6	22.1	914	12	3.1	400
4.5	24.2	1011.9	12	3.2	400
6.3	26	818	12	3.3	400
0	23.9	997.7	12	3.2	400
0	23.5	849.8	12	3.2	400
7	25	905	12	3.3	400
1.5	21.7	878	12	3.2	400
0	26.5	1015.7	12	3.5	400
21.1	29.2	761.2	12	3.6	400
0	30.9	871	12	3.7	400
2.5	23.1	973.5	12	3.3	400
0	23.3	905.2	12	3.4	400
1.4	18.3	1092.1	12	3.1	400
0	26.2	960.8	12	3.6	400
2.2	23	1010.5	12	3.4	400
8.3	25.7	729.7	12	3.6	400
0	25.8	923.5	12	3.6	400
13.9	23.7	1075.1	12	3.5	400
5.5	21.2	853	12	3.3	400
0	24.1	1145.7	12	3.5	400
27.1	23.3	1131.7	12	3.5	400
7	22.7	1008	12	3.5	400
13.6	27.9	993.1	12	3.8	400
0	22.2	1000.6	12	3.5	400
16	24.9	906.1	12	3.7	400
62.8	22.2	1222.4	12	3.5	400
4.2	22.8	965.9	12	3.6	400
0	26.6	950.6	12	3.8	400
0.1	25.8	753.3	12	3.8	400
0	19.8	938.4	12	3.4	400
0.7	24.6	828.1	12	3.8	400
0	19.2	967.2	12	3.4	400
0.1	25.9	1350.1	12	3.9	400
0	22.4	673.8	12	3.7	400
16.5	23.8	1241	12	3.8	400
16.4	24.7	994.6	12	3.9	400
2.7	20.5	1133.9	12	3.6	400
10.8	28.1	1078.6	12	4.1	400
22	26	1180.7	12	4	400
15.1	20	894.2	12	3.6	400
0.3	21.3	1230	12	3.7	400
0	30.1	1034.9	12	4.3	400
0	22.7	1176.2	12	3.8	400
0	24.4	932.6	12	4	400
7.6	21.3	1044.3	12	3.8	400
9.8	22.7	1027.8	12	3.9	400
0	21	1022.4	12	3.8	400
7.9	23.6	974.1	12	4	400
0	20.4	997.3	12	3.8	400
24.5	23.2	1063.7	12	4	400
0	27.8	1132.3	12	4.3	400
3.1	27.1	1073.3	12	4.3	400
4.4	23.6	954.4	12	4	400
0	24.1	926.4	12	4.1	400
13.3	25.2	1164	12	4.2	400
0	27	1203.2	12	4.3	400
17.2	28.3	1044.2	12	4.4	400
0	22.2	1126.3	12	4	400
0	23.8	1174.1	12	4.1	400
20.5	25.1	1082.1	12	4.2	400
0	22.9	1159.1	12	4.1	400
0	24.8	1054.6	12	4.2	400
52.7	23.6	1236.4	12	4.2	400
0	24.9	1133.3	12	4.3	400
42.6	16.9	1117.3	12	3.7	400
7.7	19.7	1172.3	12	3.9	400
0	24.5	1040.5	12	4.3	400
0.5	25.3	1190.8	12	4.3	400
0	24.7	1178.8	12	4.3	400
0	24.4	1147.4	12	4.3	400
0	22.9	975.9	12	4.2	400
9.2	24.3	1113.6	12	4.3	400
0	24.9	1076.1	12	4.3	400
4.8	27.5	1162.3	12	4.5	400
0	19.9	1051.2	12	4	400
0	25.2	1194.3	12	4.4	400
9.9	20.3	1220.3	12	4	400
0	20.8	1054.8	12	4.1	400
12.5	27.5	1056.7	12	4.6	400
0	23	1177.6	12	4.3	400
5.8	20.2	1022.6	12	4.1	400
3	24.4	1187.7	12	4.4	400
0	26.7	1204.4	12	4.6	400
0.2	22.8	892	12	4.3	400
7.4	22.8	1162.7	12	4.3	400
0	18.9	1107.6	12	4	400
2	23.5	1136.5	12	4.3	400
0	23.8	1137.8	12	4.4	400
2.1	23.2	1078.5	12	4.3	400
4.2	25.2	1004	12	4.5	400
0	23.8	1037.7	12	4.4	400
12.4	23.4	1159.5	12	4.4	400
4.1	26.7	1251.7	12	4.6	400
1.1	26.7	1189.4	12	4.6	400
0	25.4	1229.9	12	4.5	400
0	20.4	1053	12	4.1	400
7	26	1146.2	12	4.6	400
0	23.5	1207.6	12	4.4	400
0	25.9	1043	12	4.6	400
0	23.2	886.7	12	4.4	400
43.4	24.2	1278.2	12	4.5	400
0	23.7	1194.3	12	4.4	400
3.3	22	1127.8	12	4.3	400
0	20.8	1119	12	4.2	400
3.9	25.9	1259.3	12	4.6	400
4.7	23	869.6	12	4.4	400
0	24.5	1260.8	12	4.5	400
0	23.4	1106.4	12	4.4	400
6.7	24.7	1162.6	12	4.5	400
0	20.6	1388.4	12	4.2	400
2.1	26.3	1232	12	4.6	400
49	21.7	1189.8	12	4.3	400
19	25.2	1227.2	12	4.6	400
0	20.2	1218.1	12	4.2	400
18.3	23	1146.3	12	4.4	400
0	25.5	1083.8	12	4.6	400
5	23.4	1200	12	4.4	400
0	21.5	1217	12	4.3	400
0	25.3	1004.9	12	4.6	400
6.9	20	1132.5	12	4.2	400
0	21.6	1232.4	12	4.3	400
0	24	1228.5	12	4.5	400
0	22.8	1244.7	12	4.4	400
0	26.4	1291.5	12	4.7	400
6.8	27.7	1102.9	12	4.7	400
0	30.5	1096.6	12	4.9	400
6.3	22.9	1239.9	12	4.4	400
0	24.7	1188.3	12	4.5	400
0	20.4	1234.2	12	4.2	400
4.1	19.8	965.9	12	4.1	400
26.4	28.2	1039.9	12	4.8	400
0	21.2	1259.5	12	4.3	400
0	28.8	1316.4	12	4.8	400
41.5	26	1459.3	12	4.6	400
0	25.9	1307.7	12	4.6	400
113.7	23.8	1015.3	12	4.5	400
7.6	27	1206.2	12	4.7	400
39.9	21.6	1109.1	12	4.3	400
0	24.6	1108.2	12	4.5	400
0	21.7	1013.2	12	4.3	400
0	25.3	1104.7	12	4.6	400
0	22.5	1316.3	12	4.4	400
23.1	24.5	1194.7	12	4.5	400
25.6	24.5	1123.5	12	4.5	400
0	28.5	1257.1	12	4.8	400
29.9	22.8	1274	12	4.4	400
0	23.7	1083.5	12	4.4	400
5.3	23.4	951.2	12	4.4	400
0	20.8	1062.2	12	4.2	400
2.1	22.5	1249.6	12	4.3	400
4.4	21.2	1021.8	12	4.2	400
1.7	25.1	1437	12	4.5	400
0.3	26	1152.7	12	4.6	400
3.8	26	1213.9	12	4.6	400
62.7	21.1	1092.5	12	4.2	400
0	24.7	1242.2	12	4.5	400
4.3	21.4	1197.5	12	4.2	400
18.7	24.4	1021.3	12	4.5	400
17.5	21.2	1275.5	12	4.2	400
0	23.7	1189.8	12	4.4	400
15.7	26.1	1032.3	12	4.6	400
0	25.1	1056.3	12	4.5	400
25.2	24.5	1156.6	12	4.4	400
0	26.3	1127.4	12	4.6	400
23.3	19.6	1298.5	12	4.1	400
2.5	24.5	1115	12	4.4	400
0	25.2	1043.3	12	4.5	400
0	23.9	935.4	12	4.4	400
0	23.6	1045.5	12	4.3	400
5.7	25.9	1056	12	4.5	400
0	27.5	1310	12	4.6	400
25.3	24.8	1277	12	4.4	400
0	22.3	1059.2	12	4.2	400
0	26.3	972.5	12	4.5	400
35.9	24.7	1188.3	12	4.4	400
33.3	17.5	1107.9	12	3.8	400
15.6	20.7	1120.2	12	4.1	400
2.9	25	1127.9	12	4.4	400
23.3	26.7	1256.6	12	4.5	400
0	26.3	1092	12	4.4	400
17.4	26.9	1001	12	4.5	400
82.6	26.8	1325	12	4.5	400
0	23.3	1186.6	12	4.2	400
33.3	22.7	886.9	12	4.1	400
0	20	975.3	12	3.9	400
27.6	26.6	1091.1	12	4.4	400
0	25.8	1067.9	12	4.3	400
19.7	23.2	1030.6	12	4.1	400
0	24.6	1071.8	12	4.2	400
57.2	25.3	1198.8	12	4.3	400
1.9	22.8	1114	12	4.1	400
34.3	22.4	1071.2	12	4	400
0	22.1	916.2	12	4	400
9.2	23.2	1011.5	12	4.1	400
28.2	26.6	1159	12	4.3	400
4.1	24.6	986	12	4.1	400
1.4	22.9	1124.5	12	4	400
0.9	24	1123	12	4.1	400
0	24.8	1166.4	12	4.1	400
0	23.7	1109.6	12	4	400
20.2	22.8	1024.4	12	4	400
0	24.1	964.9	12	4	400
88.9	24	844.5	12	4	400
0	23.5	1088.3	12	4	400
25.4	22.8	1035.3	12	3.9	400
0	25.4	1067.3	12	4	400
56.3	24.6	1216.2	12	4	400
3.8	24.4	1038.3	12	4	400
22.3	21	1067.1	12	3.7	400
7.6	22.4	1035	12	3.8	400
4.1	22.7	886.1	12	3.8	400
0	22.4	1045.7	12	3.8	400
12.7	25.5	915.3	12	3.9	400
29.7	22.7	1016.4	12	3.7	400
0	22.3	948.5	12	3.7	400
26.1	24.7	905.5	12	3.8	400
0	20.4	946.9	12	3.5	400
0	25.9	998.4	12	3.9	400
0	22.9	957.5	12	3.7	400
0	22.1	1122.1	12	3.6	400
0	23.1	1087.3	12	3.7	400
6.3	23.7	969.1	12	3.7	400
0	22.9	911.3	12	3.6	400
24.9	28	871.4	12	3.9	400
0.4	24.9	997.6	12	3.7	400
0	25.9	1071	12	3.7	400
14.4	25.3	872.7	12	3.7	400
0	25.7	1064.6	12	3.7	400
1.3	24.5	1049.4	12	3.6	400
2.9	22.2	1138.5	12	3.4	400
0	24.9	1015.3	12	3.6	400
21.9	23.4	894.3	12	3.5	400
21.3	22.5	1036.8	12	3.4	400
17.1	28.1	964.3	12	3.7	400
0	25.9	872.3	12	3.6	400
1.1	22.6	952.4	12	3.3	400
39.4	22.3	948.8	12	3.3	400
17.6	24.4	844	12	3.4	400
13.9	26.8	895.3	12	3.5	400
0	21.6	850	12	3.2	400
4.4	27.1	812.5	12	3.5	400
16.6	24.6	1012.2	12	3.3	400
4.4	21.2	702.5	12	3.1	400
25.8	21.4	967.1	12	3.1	400
55.4	23.7	932.3	12	3.2	400
0	24.5	826.3	12	3.3	400
19.9	25.3	903.2	12	3.3	400
0	22	925	12	3.1	400
13.7	22.4	1062.6	12	3.1	400
6.2	24.1	959.6	12	3.2	400
0	24.5	903.9	12	3.2	400
0	23.8	1002	12	3.1	400
23.6	21.9	862.2	12	3	400
0	22.1	925.2	12	3	400
0	24.2	902.1	12	3.1	400
5	21.7	1019.9	12	2.9	400
0	25.4	883	12	3.1	400
38.2	28.7	957.9	12	3.3	400
8.1	23.1	866	12	3	400
2.4	24.9	691.7	12	3	400
0	22.3	901.8	12	2.9	400
8.5	21.8	913.4	12	2.8	400
0	25.6	777.7	12	3	400
18	25.4	871.2	12	3	400
7.8	22.8	831	12	2.8	400
7.4	24	974.8	12	2.9	400
0	21.7	769.2	12	2.8	400
8.9	22.3	988.3	12	2.8	400
0	25.8	849.1	12	2.9	400
18.2	21.2	864.5	12	2.7	400
0	22	798.3	12	2.7	400
3.8	28.4	697.3	12	3	400
14.6	22.6	891.8	12	2.7	400
0	22.2	720.6	12	2.7	400
9.6	22.5	701.1	12	2.7	400
10.3	25.7	811.7	12	2.8	400
7.7	24.1	706.2	12	2.7	400
0.2	23	768.1	12	2.7	400
0	27.8	688.6	12	2.9	400
47.9	26.4	802.7	12	2.8	400
15.5	28.7	795.7	12	2.9	400
30.7	23.7	824.6	12	2.7	400
0	23.4	844.7	12	2.6	400
0	19.2	934.7	12	2.4	400
0	21.2	751.7	12	2.5	400
21.8	20.9	713.3	12	2.5	400
16.2	19.8	730.9	12	2.4	400
11.1	27.3	869	12	2.8	400
4	21.3	739.4	12	2.5	400
0	22.3	748.1	12	2.5	400
0	20.2	857.1	12	2.4	400
27.7	27.3	957.9	12	2.7	400
6.6	23.5	822.9	12	2.6	400
20.3	25.2	797	12	2.6	400
21.7	27	767	12	2.7	400
0	25.1	866.7	12	2.6	400
1.7	26.2	922.9	12	2.7	400
0.7	21.4	774.9	12	2.5	400
3.7	25.7	857.7	12	2.6	400
0.2	27.5	770.3	12	2.7	400
3.9	23.8	774.8	12	2.6	400
32.7	27.7	773.8	12	2.7	400
0	29.2	654.9	12	2.8	400
26.5	25.8	776.9	12	2.6	400
0	21.9	764.1	12	2.5	400
43.9	27.2	666.1	12	2.7	400
3.7	26.7	973.4	12	2.7	400
20.4	21.3	973.5	12	2.4	400
0	22	825.5	12	2.5	400
22.1	25.4	940.8	12	2.6	400
33.7	25.2	879.1	12	2.6	400
9.8	26.3	765.8	12	2.7	400
0	25.1	927.5	12	2.6	400
5.7	27.2	635	12	2.7	400
6.2	22.3	813.7	12	2.5	400
